Datetime,USGS_flow
2017-12-16,2926.0417
2017-12-17,2925.1042
2017-12-18,2929.5833
2017-12-19,2931.25
2017-12-20,2935.4167
2017-12-21,2931.4583
2017-12-22,2933.3333
2017-12-23,2929.7917
2017-12-24,2931.875
2017-12-25,2931.875
2017-12-26,2937.9167
2017-12-27,2937.2917
2017-12-28,2938.4375
2017-12-29,2938.3333
2017-12-30,2936.9792
2017-12-31,2938.8542
2018-01-01,2939.0625
2018-01-02,2938.125
2018-01-03,2936.6667
2018-01-04,2936.875
2018-01-05,2937.7083
2018-01-06,2940.2083
2018-01-07,2938.8542
2018-01-08,2939.0625
2018-01-09,2944.375
2018-01-10,2943.5417
2018-01-11,2942.8125
2018-01-12,2947.6042
2018-01-13,2946.7708
2018-01-14,2950.1042
2018-01-15,2954.4792
2018-01-16,2953.4375
2018-01-17,2949.7917
2018-01-18,2954.375
2018-01-19,2964.8958
2018-01-20,2951.6667
2018-01-21,2946.875
2018-01-22,2952.5
2018-01-23,2955.1042
2018-01-24,2958.3333
2018-01-25,2963.4375
2018-01-26,2950.2083
2018-01-27,2955.3125
2018-01-28,2957.5
2018-01-29,2957.7083
2018-01-30,2956.6667
2018-01-31,2956.25
2018-02-01,2961.5625
2018-02-02,2983.125
2018-02-03,2980.3125
2018-02-04,2977.9167
2018-02-05,2984.6316
2018-02-06,2969.8958
2018-02-07,2976.4583
2018-02-08,2972.7083
2018-02-09,2974.1667
2018-02-10,2865.2083
2018-02-11,2848.6458
2018-02-12,2851.1458
2018-02-13,2850.625
2018-02-14,2852.1875
2018-02-15,2851.4583
2018-02-16,2852.1875
2018-02-17,2850.9375
2018-02-18,2848.3333
2018-02-19,2850.4167
2018-02-20,2848.8542
2018-02-21,2850.2083
2018-02-22,2845.5208
2018-02-23,2846.875
2018-02-24,2843.4375
2018-02-25,2850.0
2018-02-26,2585.625
2018-02-27,2851.9792
2018-02-28,2852.1875
2018-03-01,2455.2083
2018-03-02,1956.7709
2018-03-03,1791.3854
2018-03-04,1740.7604
2018-03-05,1745.9791
2018-03-06,1730.0625
2018-03-07,1732.5938
2018-03-08,1743.4375
2018-03-09,1746.8541
2018-03-10,1744.5834
2018-03-11,1750.7291
2018-03-12,1745.9791
2018-03-13,1713.25
2018-03-14,1760.625
2018-03-15,1764.1562
2018-03-16,1795.4062
2018-03-17,1795.5521
2018-03-18,1780.3959
2018-03-19,1824.25
2018-03-20,1796.0312
2018-03-21,1793.0938
2018-03-22,1791.8959
2018-03-23,1799.3125
2018-03-24,1790.2812
2018-03-25,1790.5834
