Datetime,USGS_flow
2018-08-29,32.877083
2018-08-30,32.033333
2018-08-31,31.092709
2018-09-01,32.35104
2018-09-02,32.658333
2018-09-03,30.398958
2018-09-04,29.38646
2018-09-05,29.419792
2018-09-06,29.865625
2018-09-07,30.088541
2018-09-08,32.402084
2018-09-09,30.833334
2018-09-10,27.423958
2018-09-11,25.822916
2018-09-12,24.257292
2018-09-13,22.772917
2018-09-14,22.702084
2018-09-15,22.302084
2018-09-16,21.666668
2018-09-17,21.879166
2018-09-18,22.408333
2018-09-19,21.941668
2018-09-20,22.066668
2018-09-21,22.710417
2018-09-22,22.883333
2018-09-23,22.705208
2018-09-24,24.408333
2018-09-25,23.211458
2018-09-26,23.167707
2018-09-27,22.952084
2018-09-28,22.444792
2018-09-29,21.688541
2018-09-30,21.046875
2018-10-01,20.978125
2018-10-02,24.385416
2018-10-03,45.978127
2018-10-04,42.185417
2018-10-05,60.377083
2018-10-06,47.7
2018-10-07,40.08646
2018-10-08,39.0
2018-10-09,32.228123
2018-10-10,39.786457
2018-10-11,33.096874
2018-10-12,32.37396
2018-10-13,38.021873
2018-10-14,39.05521
2018-10-15,27.274792
2018-10-16,32.197395
2018-10-17,30.152708
2018-10-18,35.003124
2018-10-19,29.658333
2018-10-20,27.95729
2018-10-21,32.05
2018-10-22,31.734375
2018-10-23,35.20625
2018-10-24,33.18646
2018-10-25,30.64479
2018-10-26,27.147917
2018-10-27,28.817709
2018-10-28,30.907291
2018-10-29,28.551043
2018-10-30,23.554348
2018-10-31,18.305834
2018-11-01,25.495834
2018-11-02,27.910418
2018-11-03,26.905209
2018-11-04,19.563646
2018-11-05,27.536459
2018-11-06,31.058107
2018-11-07,18.441666
2018-11-08,22.945833
2018-11-09,21.0
2018-11-10,25.166666
2018-11-11,24.179167
2018-11-12,19.083334
2018-11-13,20.241667
2018-11-14,20.6875
2018-11-15,13.252083
2018-11-16,14.904167
2018-11-17,11.105416
2018-11-18,13.116667
2018-11-19,14.9175005
2018-11-20,19.841667
2018-11-21,13.691667
2018-11-22,17.4375
2018-11-23,10.582916
2018-11-24,7.900417
2018-11-25,7.6145835
2018-11-26,15.159583
2018-11-27,20.320833
2018-11-28,16.1875
2018-11-29,15.608334
2018-11-30,15.35
2018-12-01,18.275
2018-12-02,17.125
2018-12-03,24.570833
2018-12-04,24.379168
2018-12-05,34.595833
2018-12-06,44.4875
2018-12-07,37.004166
2018-12-08,41.15
2018-12-09,34.9625
2018-12-10,35.61667
2018-12-11,36.8
2018-12-12,30.483334
2018-12-13,28.8
2018-12-14,25.866667
2018-12-15,39.99167
2018-12-16,38.416668
2018-12-17,32.525
2018-12-18,31.85
2018-12-19,31.370834
2018-12-20,23.008333
2018-12-21,21.75
2018-12-22,15.5875
2018-12-23,21.461666
2018-12-24,28.491667
2018-12-25,29.012499
2018-12-26,26.9125
2018-12-27,21.233334
2018-12-28,21.4625
2018-12-29,24.941666
2018-12-30,30.754168
2018-12-31,28.1875
2019-01-01,19.254168
2019-01-02,21.0125
2019-01-03,26.7375
2019-01-04,20.525
2019-01-05,19.2875
2019-01-06,24.866667
2019-01-07,19.1625
2019-01-08,20.704166
2019-01-09,21.9625
2019-01-10,16.7875
2019-01-11,22.395834
2019-01-12,17.4125
2019-01-13,14.840417
2019-01-14,19.358334
2019-01-15,17.624166
2019-01-16,24.654167
2019-01-17,22.879166
2019-01-18,18.420834
2019-01-19,15.645833
2019-01-20,21.758333
2019-01-21,18.441668
2019-01-22,15.775001
2019-01-23,18.558334
2019-01-24,21.583334
2019-01-25,22.104166
2019-01-26,22.4
2019-01-27,20.604166
2019-01-28,20.8375
2019-01-29,13.988334
2019-01-30,18.55
2019-01-31,17.058332
2019-02-01,13.79875
2019-02-02,14.348333
2019-02-03,16.15
2019-02-04,13.85
2019-02-05,12.814584
2019-02-06,13.55
2019-02-07,18.279167
2019-02-08,10.705
2019-02-09,9.75125
2019-02-10,12.170834
2019-02-11,13.925
2019-02-12,13.565001
2019-02-13,16.925
2019-02-14,20.595833
2019-02-15,19.829166
2019-02-16,17.941668
2019-02-17,13.232917
2019-02-18,4.4079165
2019-02-19,3.2566667
2019-02-20,6.57125
2019-02-21,8.814584
2019-02-22,9.185416
2019-02-23,9.065833
2019-02-24,11.991667
2019-02-25,11.8325
2019-02-26,8.915417
2019-02-27,3.5091667
2019-02-28,6.485833
2019-03-01,2.7429166
2019-03-02,9.225
2019-03-03,14.725834
2019-03-04,11.868333
2019-03-05,20.075
2019-03-06,25.1
2019-03-07,23.325
2019-03-08,19.683334
2019-03-09,17.866667
2019-03-10,17.470833
2019-03-11,18.291666
2019-03-12,13.052917
2019-03-13,13.230833
2019-03-14,9.650416
2019-03-15,7.5329165
2019-03-16,8.489583
2019-03-17,8.925417
2019-03-18,9.408333
2019-03-19,9.200417
2019-03-20,9.265833
2019-03-21,5.38
2019-03-22,2.9991667
2019-03-23,3.9879167
2019-03-24,4.32
2019-03-25,4.29125
2019-03-26,6.5770836
2019-03-27,5.925833
2019-03-28,5.474583
2019-03-29,3.7175
2019-03-30,2.9670832
2019-03-31,7.5725
2019-04-01,13.766666
2019-04-02,7.0491667
2019-04-03,5.199375
2019-04-04,7.174526
2019-04-05,8.009375
2019-04-06,8.435416
2019-04-07,14.455217
2019-04-08,15.235312
2019-04-09,17.8625
2019-04-10,13.138124
2019-04-11,15.819792
2019-04-12,28.25
2019-04-13,26.970833
2019-04-14,31.915625
2019-04-15,19.390625
2019-04-16,17.009375
2019-04-17,17.749271
2019-04-18,17.055208
2019-04-19,28.4375
2019-04-20,44.521873
2019-04-21,53.03125
2019-04-22,53.814583
2019-04-23,58.35521
2019-04-24,82.88646
2019-04-25,113.14687
2019-04-26,152.47917
2019-04-27,211.0625
2019-04-28,254.75
2019-04-29,263.33334
2019-04-30,209.48958
2019-05-01,159.58333
2019-05-02,127.254166
2019-05-03,122.07396
2019-05-04,132.36458
2019-05-05,159.9375
2019-05-06,205.26042
2019-05-07,237.83333
2019-05-08,209.875
2019-05-09,196.13542
2019-05-10,159.33333
2019-05-11,180.66667
2019-05-12,215.70833
2019-05-13,349.04166
2019-05-14,459.6771
2019-05-15,593.125
2019-05-16,802.2292
2019-05-17,949.875
2019-05-18,611.0
2019-05-19,452.54166
2019-05-20,384.1979
2019-05-21,318.625
2019-05-22,285.14584
2019-05-23,240.125
2019-05-24,213.19792
2019-05-25,211.42708
2019-05-26,217.23958
2019-05-27,231.66667
2019-05-28,251.03125
2019-05-29,245.14583
2019-05-30,265.875
2019-05-31,295.5729
2019-06-01,432.64584
2019-06-02,496.0521
2019-06-03,733.63544
2019-06-04,815.875
2019-06-05,1000.0106
2019-06-06,1327.6405
